agent_name,agent_id,agency_name,agency_id,commission_period,commission_amount,plan_name,is_adjusted,effective_date,term_date,carrier_name,description
Delta Care Corporation,,Delta Care Corporation,,2024-05,-116.67,Healthfirst Life Improvement Plan (HMO SNP),True,,2024-06-30,Healthfirst,DISENROLLMENT BECAUSE OF ENROLLMENT IN ANOTHER PLAN (13)
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Kevin Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Kevin Parks,,Unknown-Name,,2024-02,175.0,,True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Daniel Holland Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Marvin Carpenter,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Ethan Robbins,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Tracy G Perez Dba Miller Plc,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Austin Davis,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Jonathan Rios,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
James Gregory Martinez,,Unknown-Name,,2024-01,175.0,,True,,,Healthfirst,
Jennifer Jackson,,Unknown-Name,,2024-01,175.0,,True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Javier Meyers,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Jacqueline Margaret Flores,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Patty Jackson,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Paul Knox,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Jennifer Jackson,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Brittany Smith,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Samuel Ochoa,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
"Alexis Freeman Anderson Dba Nguyen, Shelton And Odonnell",,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Samuel Ochoa,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Todd Scott,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Todd Scott,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Diana Hayes Wilson Consulting Cherry Flowers Inc,,Unknown-Name,,2024-02,175.0,,True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Austin Davis,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Eric Wilson,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Austin Santos,,Unknown-Name,,2024-06,25.5,Medicare PPO Plan (HFIC),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Medicare PPO Plan (HFIC),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Kathy Jones,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Zachary Laura Tucker,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Francisco Mullins,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Samuel Ochoa,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Anthony Reid,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,102.08,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,178.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Kevin Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Carol Barnes,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Todd Scott,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Stephen Moore,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,102.08,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,178.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,175.0,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Kirk Baker Dba Carter-thomas,,Unknown-Name,,2024-06,611.0,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Austin Davis,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Brian Morgan,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chris Kim,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
John D Acosta,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Todd Scott,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
"Stacey Monroe Dba Dawson, Burns And Kelly",,Unknown-Name,,2024-02,175.0,,True,,,Healthfirst,
Jeremy Long,,Unknown-Name,,2024-06,21.25,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Marvin Carpenter,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Cynthia Smith Contreras Patel,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Dillon Reese Parker,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Sierra Shelly Ward,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Austin Davis,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Todd Scott,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Joseph Fisher,,Unknown-Name,,2024-06,178.5,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,102.08,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Margaret Perry,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Aaron Joseph Parks,,Unknown-Name,,2024-06,25.5,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
"Shelly Johnston Dba Mcgrath, Fernandez And Cohen",,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Austin Santos,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Cesar White Sanders,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Todd Scott,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Jacqueline Margaret Flores,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Brittany Smith,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Joseph M Moore,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Diana Hayes Wilson Consulting Cherry Flowers Inc,,Unknown-Name,,2024-06,25.5,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Medicare PPO Plan (HFIC),True,,,Healthfirst,
Cesar White Sanders,,Unknown-Name,,2024-06,25.5,Medicare PPO Plan (HFIC),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Monica M Page Gilbert Ramirez May Llc,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Joseph M Moore,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
"Alexis Freeman Anderson Dba Nguyen, Shelton And Odonnell",,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Eric Wilson,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
David Lambert,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Michael Ward Friedman,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Marvin Carpenter,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Daniel Holland Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Eugene Tu,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Jonathan Rios,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
David Lambert,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
"Alexis Freeman Anderson Dba Nguyen, Shelton And Odonnell",,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Benjamin Hensley,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Elizabeth Roth,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Eric Wilson,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Tracy G Perez Dba Miller Plc,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
David Lambert,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Diana Hayes Wilson Consulting Cherry Flowers Inc,,Unknown-Name,,2024-06,21.25,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Daniel Holland Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Diana Hayes Wilson Consulting Cherry Flowers Inc,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Elizabeth Wallace Smith,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Javier Meyers,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Steven Gregory Carpenter,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
"Alexis Freeman Anderson Dba Nguyen, Shelton And Odonnell",,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
David Lambert,,Unknown-Name,,2024-06,25.5,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
"Alexis Freeman Anderson Dba Nguyen, Shelton And Odonnell",,Unknown-Name,,2024-01,175.0,,True,,,Healthfirst,
"Alexis Freeman Anderson Dba Nguyen, Shelton And Odonnell",,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Samuel Ochoa,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Samuel Ochoa,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Kevin Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Mark Jacobs,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Janet Brooks,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Kevin Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Paul Hooper,,Unknown-Name,,2024-06,178.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,102.08,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Daniel Holland Parks,,Unknown-Name,,2024-01,175.0,,True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Jonathan Rios,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Marvin Carpenter,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
